LAT,LON,GID,RTE_DEFN_LN_NM,RTE_DFO,ROUTEID,ROUTENUMBER,RTE_PRFX_TYPE_DSCR,RDBD_TYPE_DSCR,RMRKR_PNT_NBR,RMRKR_DISPLACEMENT,CTRL_SECT_LN_NBR,CTRL_SECT_MPT,MSG,distance
31.449533,-98.569033,323784,1106865,0.31,279888,1106865,Single Roadbed,Local City Street,,,LK4092,0.31,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",28.36143103
31.449533,-98.569033,1670889660,US0183-KG,219.467,154747,183,Single Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",71.40201075
29.354813,-98.874826,254489,1041103,0.637,216161,1041103,Single Roadbed,Local City Street,,,LE0203,0.637,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",12.74737172
30.6336,-97.667273,6695,SH0029-KG,134.046,154196,29,Single Roadbed,State Highway,554,1.523,33702,22.441,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",82.73886452
30.6336,-97.667273,322428,1105512,0.344,278574,1105512,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",114.3133738
30.517421,-97.661564,1671148808,US0079-KG,272.418,154775,79,Single Roadbed,US Highway,564,0.586,20401,6.179,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",38.59045915
30.568722,-97.409472,6794,SH0095-KG,35.688,154307,95,Single Roadbed,State Highway,422,0.459,32101,1.134,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",5.292307899
30.568722,-97.409472,496928,1238067,0.474,407055,1238067,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",10.05320672
30.568722,-97.409472,42518,290801,1.555,170775,290801,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",11.36751032
28.964886,-96.655708,4519,FM1822-KG,0.526,173718,1822,Single Roadbed,Farm to Market,526,0.505,194501,1.526,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",87.77782896
28.964886,-96.655708,1633910462,1075499,0,249592,1075499,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.0346895
32.250264,-101.478729,1503688123,BI0020G-RG,3.34,159884,20,Right Roadbed,Business IH,310,1.146,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.61248479
32.250264,-101.478729,1599258906,BU0087M-KG,3.696,1509388269,87,Single Roadbed,Business US,378,0.218,6901,22.317,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",92.04479065
29.442381,-96.946552,,,,,,,,,,,,,
31.135194,-99.334843,1669766573,US0190-KG,176.743,154749,190,Single Roadbed,US Highway,,,12804,30.027,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",18.63482549
31.135194,-99.334843,1519252622,US0190-RG,176.766,154749,190,Right Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",139.3099887
31.135194,-99.334843,1519255385,US0190-LG,176.77,154749,190,Left Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",140.6959331
31.135194,-99.334843,1599258974,US0087-KG,517.394,154782,87,Single Roadbed,US Highway,546,1.469,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",147.7792753
29.210317,-99.786655,45350,260314,3.021,165337,260314,Single Roadbed,Local City Street,,,B00495,3.021,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",28.32342278
29.210317,-99.786655,1630541024,US0083-KG,557.571,154779,83,Single Roadbed,US Highway,582,0.535,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",54.90157019
29.210317,-99.786655,45351,260315,3.032,165338,260315,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",62.40870952
30.016169,-100.208184,432659,1205240,0.031,375058,1205240,Single Roadbed,Local City Street,,,LT9614,0.031,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",91.29784879
30.016169,-100.208184,432660,1205241,0.031,375059,1205241,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",126.3319647
31.70376,-98.123375,6706,SH0036-KG,114.723,154241,36,Single Roadbed,State Highway,408,1.903,18303,9.901,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",73.83555349
31.70376,-98.123375,330382,1113130,0.014,286007,1113130,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",125.1164188
31.70376,-98.123375,330422,1113164,0.625,286039,1113164,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",145.4915036
29.569495,-97.972885,458439,1229445,0.012,398675,1229445,Single Roadbed,Local City Street,,,LW3310,0.012,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",46.25042521
29.569495,-97.972885,458195,1229206,0.023,398442,1229206,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.10308213
29.569495,-97.972885,7489,UA0090-KG,1.629,154741,90,Single Roadbed,US Alternate,520,1.533,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",138.529679
29.569495,-97.972885,458292,1229307,0.408,398537,1229307,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",145.7722845
33.234323,-97.58693,282059,1066965,0.902,241238,1066965,Single Roadbed,Local City Street,,,LG5344,0.902,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",82.99739115
33.234323,-97.58693,281967,1066895,0.015,241168,1066895,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",104.7106033
33.234323,-97.58693,3261,FM0730-KG,17.26,175837,730,Single Roadbed,Farm to Market,238,0.166,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",129.5842396
33.234323,-97.58693,282014,1066932,0.877,241205,1066932,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",133.1356624
29.567264,-97.964546,2180,BS0123B-KG,3.58,159947,123,Single Roadbed,Business State,488,1.617,36612,4.58,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",16.44365915
29.567264,-97.964546,458002,1229039,0.002,398276,1229039,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",60.34180467
29.567264,-97.964546,458401,1229408,0.292,398638,1229408,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",61.78693461
26.377658,-98.815667,10060,US0083-RG,792.015,154779,83,Right Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",33.8334663
26.377658,-98.815667,430307,1202960,0.01,372820,1202960,Single Roadbed,Local City Street,,,LT7361,0.01,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",50.94731239
26.377658,-98.815667,430363,1203017,0.075,372875,1203017,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",73.49717689
26.377658,-98.815667,7541,US0083-KG,792.043,154779,83,Single Roadbed,US Highway,820,1.938,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.5533011
26.377895,-98.81686,10060,US0083-RG,791.94,154779,83,Right Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",10.5673953
26.377895,-98.81686,430314,1202969,0,372828,1202969,Single Roadbed,Local City Street,,,LT7369,0,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",31.95241325
30.307912,-96.176279,3485,FM0912-KG,2.8,176028,912,Single Roadbed,Farm to Market,630,0.822,31512,2.8,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",74.22944268
30.165497,-96.402687,7917,BU0290F-RG,1.289,159983,290,Right Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",76.68830429
30.165497,-96.402687,495046,1032008,0,207282,1032008,Single Roadbed,Local City Street,,,LD1273,0,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",126.7035039
30.148742,-96.364467,1576268079,FM0577-KG,4.707,175678,577,Single Roadbed,Farm to Market,446,1.495,244701,4.706,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",147.7044373
29.315267,-98.058028,3036,FM0539-KG,8.581,175637,539,Single Roadbed,Farm to Market,504,0.865,223301,5.853,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",63.07986765
31.742031,-99.948602,235263,1022578,0.738,198175,1022578,Single Roadbed,Local City Street,,,LC2145,0.738,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",112.1493667
30.980629,-96.670408,251789,1038541,0.41,213657,1038541,Single Roadbed,Local City Street,,,LD7672,0.41,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.3299901
30.980629,-96.670408,4313,FM1644-KG,11.775,173533,1644,Single Roadbed,Farm to Market,394,1.881,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",123.7633104
30.165747,-96.415345,1548790197,BU0290F-KG,0.515,159983,290,Single Roadbed,Business US,444,0.402,11409,20.513,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",94.50805085
30.165747,-96.415345,245077,1031926,0.028,207200,1031926,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",112.3319085
32.235007,-97.755759,323671,1106758,0.07,279781,1106758,Single Roadbed,Local City Street,,,LK3985,0.07,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.37414435
32.235007,-97.755759,323630,1106716,0.013,279739,1106716,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",122.2829126
32.235007,-97.755759,6861,SH0144-KG,16.289,154092,144,Single Roadbed,State Highway,308,1.081,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.2096936
32.235007,-97.755759,323664,1106750,0.123,279773,1106750,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",140.3182605
32.235007,-97.755759,2405,FM0056-KG,22.628,175660,56,Single Roadbed,Farm to Market,316,0.084,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",148.0766839
31.026982,-96.487301,,,,,,,,,,,,,
32.759038,-97.797361,1639699202,US0180-KG,294.403,154745,180,Single Roadbed,US Highway,546,2.019,803,1.915,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",28.24236346
32.759038,-97.797361,1639699214,US0180-LG,294.405,154745,180,Left Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",58.09526656
32.759038,-97.797361,2394,FM0051-KG,75.53,175607,51,Single Roadbed,Farm to Market,286,0.309,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",58.40915258
32.759038,-97.797361,1639699238,US0180-RG,294.409,154745,180,Right Roadbed,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.5326779
32.759038,-97.797361,1634256444,SH0171-KG,0,154118,171,Single Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",109.003963
32.759038,-97.797361,19450,US0180-TA,0.023,154745,180,Turnaround,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",126.371153
32.759038,-97.797361,19449,US0180-TA,0,154745,180,Turnaround,US Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",140.9845447
30.159685,-96.405279,,,,,,,,,,,,,
30.632982,-97.668637,6695,SH0029-KG,133.964,154196,29,Single Roadbed,State Highway,554,1.441,33702,22.359,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",138.01362
30.633572,-97.673429,321883,1104955,0.577,278038,1104955,Single Roadbed,Local City Street,,,LK2234,0.577,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",97.79210367
30.633572,-97.673429,6695,SH0029-KG,133.68,154196,29,Single Roadbed,State Highway,554,1.157,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",99.70428416
30.633528,-97.669047,6695,SH0029-KG,133.941,154196,29,Single Roadbed,State Highway,554,1.418,33702,22.336,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",62.57273211
30.632978,-97.66822,52305,258987,0.399,164683,258987,Single Roadbed,Local City Street,,,D00250,0.399,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",64.92994236
30.632978,-97.66822,6695,SH0029-KG,133.989,154196,29,Single Roadbed,State Highway,554,1.466,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",140.9067119
30.633538,-97.670091,322467,1105552,0.675,278614,1105552,Single Roadbed,Local City Street,,,LK2810,0.675,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",44.44810436
30.633538,-97.670091,6695,SH0029-KG,133.878,154196,29,Single Roadbed,State Highway,554,1.355,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.81392249
30.633109,-97.663419,6695,SH0029-KG,134.271,154196,29,Single Roadbed,State Highway,554,1.748,33702,22.666,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",138.6134898
30.632902,-97.678446,6695,SH0029-KG,133.381,154196,29,Single Roadbed,State Highway,554,0.858,33701,12.033,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",132.8589537
30.632902,-97.678446,48950,258972,13.177,164676,258972,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",140.6350076
30.632851,-97.673439,321883,1104955,0.526,278038,1104955,Single Roadbed,Local City Street,,,LK2234,0.526,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",98.7356497
29.95105,-96.258099,240695,1027813,0.02,203202,1027813,Single Roadbed,Local City Street,,,LC7185,0.02,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",97.32647136
29.95105,-96.258099,1599355738,SH0036-KG,292.952,154241,36,Single Roadbed,State Highway,592,1.615,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",131.2994212
29.95105,-96.258099,240721,1027837,1.03,203226,1027837,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",146.038244
30.319117,-96.345098,1566393905,239AA0683,0.02,124028,683,Single Roadbed,County roads,,,AA0683,0.019,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.38201348
30.319117,-96.345098,2849,FM0390-KG,20.658,175487,390,Single Roadbed,Farm to Market,464,0.922,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",112.4232029
30.319117,-96.345098,1566393906,239AA0684,0,124103,684,Single Roadbed,County roads,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",119.1465345
30.282302,-96.457812,2849,FM0390-KG,12.964,175487,390,Single Roadbed,Farm to Market,456,1.071,33809,1.358,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.6933128
30.143597,-96.257351,3768,FM1155-KG,20.294,173022,1155,Single Roadbed,Farm to Market,452,0.508,140504,7.17,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",52.54672785
30.143597,-96.257351,1566233517,FM2447-KG,1.482,174352,2447,Single Roadbed,Farm to Market,444,1.466,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",122.318486
32.391784,-98.981207,257626,1044314,0.026,219266,1044314,Single Roadbed,Local City Street,,,LE3318,0.026,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",125.6371132
32.391784,-98.981207,6647,SH0006-KG,176.694,154272,6,Single Roadbed,State Highway,344,1.407,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",136.6112195
29.725838,-99.072484,6671,SH0016-KG,318.265,154107,16,Single Roadbed,State Highway,552,0.736,29105,14.55,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",4.200042573
29.725838,-99.072484,235347,1022663,0.811,198252,1022663,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",33.16610421
29.706031,-96.540252,7293,SS0052-KG,0.031,154695,52,Single Roadbed,State Spur,476,0.013,26610,1.031,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",77.93012241
32.014253,-97.129671,1631664058,SH0081-KG,19.815,154294,81,Single Roadbed,State Highway,338,0.933,1406,16.914,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.0070926
30.310599,-96.167054,,,,,,,,,,,,,
32.947416,-99.802728,463641,1234404,0.018,403452,1234404,Single Roadbed,Local City Street,,,LW8098,0.018,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",46.79220132
32.947416,-99.802728,1632873945,SH0006-KG,106.445,154272,6,Single Roadbed,State Highway,270,0.81,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",95.13184103
32.947416,-99.802728,463738,1234487,0.316,403531,1234487,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",105.7129456
32.943987,-99.802911,3846,FM1226-KG,0.011,173094,1226,Single Roadbed,Farm to Market,,,136001,0.011,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",48.10395102
32.943987,-99.802911,1632873991,SH0006-RG,106.68,154272,6,Right Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",58.01235258
32.943987,-99.802911,463734,1234483,0.423,403527,1234483,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.68395311
32.332449,-96.634944,4400,FM1722-KG,5.36,173611,1722,Single Roadbed,Farm to Market,598,1.317,131703,5.36,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",60.25166142
32.332449,-96.634944,8240,FM1722-RG,5.362,173611,1722,Right Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",100.2309192
32.332817,-96.63536,8240,FM1722-RG,5.328,173611,1722,Right Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",56.50079574
32.332817,-96.63536,4400,FM1722-KG,5.326,173611,1722,Single Roadbed,Farm to Market,598,1.283,131703,5.326,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",105.1497563
32.332817,-96.63536,46535,264119,1.294,167200,264119,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",146.9610214
32.321389,-96.622275,3797,FM1183-KG,0.528,173051,1183,Single Roadbed,Farm to Market,598,0.39,131701,2.255,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",93.96295152
32.321389,-96.622275,298738,1083061,0.136,256831,1083061,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",96.88252847
32.331632,-96.620308,2000005257,SH0034-KG,109.686,154227,34,Single Roadbed,State Highway,350,1.221,17301,11.295,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",145.7523418
32.328452,-96.62379,298494,1082838,0.187,256615,1082838,Single Roadbed,Local City Street,,,LI0740,0.187,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",17.48705932
32.328452,-96.62379,2132,BI0045G-KG,2.326,159885,45,Single Roadbed,Business IH,296,0.104,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",53.62104778
32.326068,-96.631287,2301,BU0287S-KG,2.525,160029,287,Single Roadbed,Business US,514,1.721,17212,6.597,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",87.491732
32.326068,-96.631287,8240,FM1722-RG,5.848,173611,1722,Right Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",90.18708559
32.326068,-96.631287,298685,1083013,0.663,256785,1083013,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",132.6772673
32.328307,-96.625705,2301,BU0287S-KG,2.884,160029,287,Single Roadbed,Business US,514,2.08,17212,6.956,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.75756469
32.331171,-96.634128,4400,FM1722-KG,5.46,173611,1722,Single Roadbed,Farm to Market,598,1.417,131703,5.46,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",72.67548155
32.331171,-96.634128,8240,FM1722-RG,5.462,173611,1722,Right Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",84.37634017
32.33043,-96.633085,4400,FM1722-KG,5.534,173611,1722,Single Roadbed,Farm to Market,598,1.491,131703,5.534,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",72.73011861
32.33043,-96.633085,298734,1083057,0.43,256827,1083057,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",84.63715482
32.33043,-96.633085,8239,FM1722-LG,5.538,173611,1722,Left Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",92.03545446
32.332076,-96.634317,4400,FM1722-KG,5.4,173611,1722,Single Roadbed,Farm to Market,598,1.357,131703,5.4,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",40.24623329
32.332076,-96.634317,8239,FM1722-LG,5.404,173611,1722,Left Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",125.502167
32.332076,-96.634317,298752,1083073,0.261,256843,1083073,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",138.4071909
32.328419,-96.63165,8239,FM1722-LG,5.699,173611,1722,Left Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",86.20147316
32.328419,-96.63165,4400,FM1722-KG,5.696,173611,1722,Single Roadbed,Farm to Market,598,1.653,131703,5.696,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",93.63830017
32.328419,-96.63165,298726,1083052,0.342,256822,1083052,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",116.7256315
32.378933,-96.853936,2418,FM0066-KG,32.564,175764,66,Single Roadbed,Farm to Market,598,0.274,59602,17.922,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",102.9711649
32.378933,-96.853936,480778,1250320,0,418920,1250320,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",128.8005297
32.380499,-96.861126,4085,FM1446-KG,7.589,173324,1446,Single Roadbed,Farm to Market,578,1.021,116002,7.589,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",95.17720403
32.381144,-96.856647,4085,FM1446-KG,7.861,173324,1446,Single Roadbed,Farm to Market,578,1.293,116002,7.861,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",77.63635858
32.381144,-96.856647,480280,1249827,0.132,418436,1249827,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",115.3440535
32.38835,-96.835006,3439,FM0878-KG,0.784,175991,878,Single Roadbed,Farm to Market,584,0.738,59604,0.784,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",23.75868629
32.379301,-96.854352,2418,FM0066-KG,32.558,175764,66,Single Roadbed,Farm to Market,598,0.268,59602,17.916,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",79.99583735
32.379301,-96.854352,480778,1250320,0.015,418920,1250320,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",100.9227478
32.390608,-96.84048,3439,FM0878-KG,0.429,175991,878,Single Roadbed,Farm to Market,584,0.383,59604,0.429,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",70.67477063
32.390608,-96.84048,480797,1250340,0.286,418938,1250340,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",81.23236897
32.393371,-96.843815,1572460528,FM0813-KG,0.07,175925,813,Single Roadbed,Farm to Market,586,0.021,113901,1.07,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",50.17066548
32.393371,-96.843815,480216,1249760,0.435,418373,1249760,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",129.8658397
32.3849,-96.844229,48116,264088,7.061,167178,264088,Single Roadbed,Local City Street,,,B00275,7.061,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",128.2448363
32.39152,-96.841096,3439,FM0878-KG,0.369,175991,878,Single Roadbed,Farm to Market,584,0.323,59604,0.369,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",143.0925253
32.38397,-96.842551,1547822495,BU0287R-KG,4.83,160026,287,Single Roadbed,Business US,586,0.697,17211,6.33,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",126.4272397
32.383779,-96.841918,48301,264089,7.03,167179,264089,Single Roadbed,Local City Street,,,B00485,7.03,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",14.57635597
32.383779,-96.841918,480418,1249964,0,418570,1249964,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.01877677
32.383779,-96.841918,480542,1250085,0.142,418688,1250085,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",146.232089
32.398042,-96.863902,1547822495,BU0287R-KG,3.231,160026,287,Single Roadbed,Business US,584,1.101,17211,4.731,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",73.66779199
32.398042,-96.863902,480646,1250189,0.091,418791,1250189,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",73.68437069
32.398042,-96.863902,480780,1250322,0.173,418922,1250322,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",121.6436537
32.388413,-96.828202,480285,1249832,0,418441,1249832,Single Roadbed,Local City Street,,,LY3129,0,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",44.3248428
32.388413,-96.828202,3439,FM0878-KG,1.195,175991,878,Single Roadbed,Farm to Market,584,1.149,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",53.08652808
32.388792,-96.829256,480511,1250057,0.026,418661,1250057,Single Roadbed,Local City Street,,,LY3349,0.026,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",85.89380913
32.388792,-96.829256,3439,FM0878-KG,1.14,175991,878,Single Roadbed,Farm to Market,584,1.094,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",147.2324658
32.387765,-96.832469,3439,FM0878-KG,0.942,175991,878,Single Roadbed,Farm to Market,584,0.896,59604,0.942,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",22.20641511
32.37805,-96.85502,480381,1249926,0.166,418535,1249926,Single Roadbed,Local City Street,,,LY3223,0.166,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",61.86217385
32.37805,-96.85502,480670,1250215,0.194,418816,1250215,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",98.95123007
32.380004,-96.853273,480757,1250298,0.015,418899,1250298,Single Roadbed,Local City Street,,,LY3587,0.015,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",89.14496012
32.380004,-96.853273,2418,FM0066-KG,32.639,175764,66,Single Roadbed,Farm to Market,598,0.349,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",89.67685055
32.397854,-96.863481,1547822495,BU0287R-KG,3.258,160026,287,Single Roadbed,Business US,584,1.128,17211,4.758,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",98.02156605
32.388255,-96.829482,3439,FM0878-KG,1.119,175991,878,Single Roadbed,Farm to Market,584,1.073,59604,1.119,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",30.82272014
32.388255,-96.829482,480511,1250057,0,418661,1250057,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",71.2016166
32.388255,-96.829482,480633,1250176,0.855,418778,1250176,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",149.7492724
32.394795,-96.842719,1572460528,FM0813-KG,0.187,175925,813,Single Roadbed,Farm to Market,586,0.138,113901,1.187,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",14.33489086
